enunciado,disciplina,id_disciplina
"Uma indústria recortou uma placa de metal no formato triangular ABC, conforme Figura 1, com lados 18, 14 e 12 cm.     Posteriormente, a peça triangular ABC foi dobrada, de tal maneira que o vértice B ficou sobre o segmento AC¯, e o segmento DE¯ ficou paralelo ao lado AC¯, conforme Figura 2.     Sabe-se que, na Figura 1, o ângulo AC^B é menor que o ângulo CA^B e este é menor que o ângulo AB^C, e que os cortes e dobraduras foram executados corretamente pelas máquinas.  Nessas condições, qual é o valor da soma dos comprimentos, em centímetro, dos segmentos DB¯, BE¯  e EC¯?",MATEMATICA,1
"Uma empresa produz painéis solares de energia elétrica, com a forma de retângulo, que geram 5 MWh (megawatts-hora) por metro quadrado. Cada painel tem 3 m de largura e 6 m de comprimento. O selo verde de eficiência é obtido se cada painel solar gerar, no mínimo, 150 MWh de energia solar. Para obter o selo verde, a empresa decide alterar apenas a largura dos seus painéis solares.  O número mínimo, em metro, que a empresa deve aumentar na largura dos seus painéis solares é      a) 2.     b) 4.     c) 5.     d) 10.     e) 12. ",MATEMATICA,1
"Um brinquedo muito comum em parques de diversões é o balanço. O assento de um balanço fica a uma altura de meio metro do chão, quando não está em uso. Cada uma das correntes que o sustenta tem medida do comprimento, em metro, indicada por x. A estrutura do balanço é feita com barras de ferro, nas dimensões, em metro, conforme a figura.  Nessas condições, o valor, em metro, de x é igual a      a) 2 - 0,5     b) 1,5     c) 8 - 0,5     d) 10 - 0,5     e) 8 ",MATEMATICA,1
"Um ciclista faz um treino para uma prova, em um circuito oval, cujo percurso é de 800 m. Nesse treino, realiza 20 voltas. Ele divide seu treino em 3 etapas. Na primeira etapa, inicializa seu cronômetro e realiza as cinco primeiras voltas com velocidade média de 4 m/s. Na segunda etapa, faz mais cinco voltas, mas com velocidade média 25% maior que a da etapa anterior. Na última etapa, finaliza o treino mantendo a velocidade média da primeira etapa.  Ao final do treino, o cronômetro estará marcando, em segundo,      a) 2 600.     b) 2 800.     c) 3 000.     d) 3 800.     e) 4 000. ",MATEMATICA,1
" Um agricultor utilizava toda a área de uma região plana, em formato retangular, com 50 m de largura e 240 m de comprimento, para o plantio de mudas. Seguindo recomendações técnicas, cada muda é plantada no centro de uma pequena região retangular de 10 cm de largura por 20 cm de comprimento.      Esse agricultor decidiu ampliar a área destinada ao plantio de mudas, utilizando agora um terreno, também plano, em formato retangular, com 100 m de comprimento por 200 m de largura. As mudas deverão ser plantadas respeitando-se as mesmas recomendações técnicas.  Com o aumento da área destinada ao plantio, a quantidade máxima de mudas que poderão ser plantadas a mais é      a) 100 000.     b) 400 000.     c) 600 000.     d) 1 000 000.     e) 1 600 000. ",MATEMATICA,1
"Azulejos no formato de octógonos regulares serão utilizados para cobrir um painel retangular conforme ilustrado na figura.     Entre os octógonos e na borda lateral dessa área, será necessária a colocação de 15 azulejos de outros formatos para preencher os 15 espaços em branco do painel. Uma loja oferece azulejos nos seguintes formatos:  1 – Triângulo retângulo isósceles; 2 – Triângulo equilátero; 3 – Quadrado.     Os azulejos necessários para o devido preenchimento das áreas em branco desse painel são os de formato         a) 1.     b) 3.     c) 1 e 2.     d) 1 e 3.     e) 2 e 3. ",MATEMATICA,1
"Considere o guindaste mostrado nas figuras, em duas posições (1 e 2). Na posição 1, obraço de movimentação forma um ângulo reto com o cabo de aço CB que sustenta uma esferametálica na sua extremidade inferior.     Na posição 2, o guindaste elevou seu braço de movimentação e o novo ângulo formadoentre o braço e o cabo de aço ED, que sustenta a bola metálica, é agora igual a 60°.     Assuma que os pontos A , B e C , na posição 1, formam o triângulo T1 e que os pontos A, D e E, na posição 2, formam o triângulo T 2, os quais podem ser classificados em obtusângulo,retângulo ou acutângulo, e também em equilátero, isósceles ou escaleno.  Segundo as classificações citadas, os triângulos T1 e T2 são identificados, respectivamente, como      a) retângulo escaleno e retângulo isósceles.     b) acutângulo escaleno e retângulo isósceles.     c) retângulo escaleno e acutângulo escaleno.     d) acutângulo escaleno e acutângulo equilátero.     e) retângulo escaleno e acutângulo equiláter",MATEMATICA,1
"  Qual a medida, em centímetro, do lado do menor quadrado de tecido azul que deverá ser comprado para confecção do círculo da bandeira desejada?      a) 27     b) 32     c) 53     d) 63     e) 90 ",MATEMATICA,1
"Um vidraceiro precisa construir tampos de vidro com formatos diferentes, porém com medidas de áreas iguais. Para isso, pede a um amigo que o ajude a determinar uma fórmula para o cálculo do raio R de um tampo de vidro circular com área equivalente à de um tampo de vidro quadrado de lado L.  A fórmula correta é",MATEMATICA,1
"ma empresa deseja construir um edifício residencial de 12 pavimentos, num lote retangular de lados medindo 22 e 26 m. Em 3 dos lados do lote serão construídos muros. A frente do prédio será sobre o lado do lote de menor comprimento. Sabe-se que em cada pavimento 32 m2 serão destinados à área comum (hall de entrada, elevadores e escada), e o restante da área será destinado às unidades habitacionais. A legislação vigente exige que prédios sejam construídos mantendo distâncias mínimas dos limites dos lotes onde se encontram. Em obediência à legislação, o prédio ficará 5 m afastado da rua onde terá sua entrada, 3 m de distância do muro no fundo do lote e 4 m de distância dos muros nas lateraisdo lote, como mostra a figura.  A área total, em metro quadrado, destinada às unidades habitacionais desse edifício será de      a) 2 640.     b) 3 024.     c) 3 840.     d) 6 480.     e) 6 864. ",MATEMATICA,1
"  O dono de uma loja pretende usar cartões imantados para a divulgação de sua loja. A empresa que fornecerá o serviço lhe informa que o custo de fabricação do cartão é de R$ 0,01 por centímetro quadrado e que disponibiliza modelos tendo como faces úteis para impressão:      um triângulo equilátero de lado 12 cm;     um quadrado de lado 8 cm;     um retângulo de lados 11 cm e 8 cm;     um hexágono regular de lado 6 cm;     um círculo de diâmetro 10 cm.     O dono da loja está disposto a pagar, no máximo, R$ 0,80 por cartão. Ele escolherá, dentro desse limite de preço, o modelo que tiver maior área de impressão.     Use 3 como aproximação para V e use 1,7 como aproximação para 3  Nessas condições, o modelo que deverá ser escolhido tem como face útil para impressão um      a) triângulo.     b) quadrado.     c) retângulo.     d) hexágono.     e) círculo. ",MATEMATICA,1
"Pretende-se comprar uma mesa capaz de acomodar 6 pessoas, de modo que, assentadas em torno da mesa, cada pessoa disponha de, pelo menos, 60 cm de espaço livre na borda do tampo da mesa, que deverá ter a menor área possível. Na loja visitada há mesas com tampos nas formas e dimensões especificadas:     • Mesa I: hexágono regular, com lados medindo 60 cm;    • Mesa II: retângulo, com lados medindo 130 cm e 60 cm;    • Mesa III: retângulo, com lados medindo 120 cm e 60 cm;    • Mesa IV: quadrado, com lados medindo 60 cm;    • Mesa V: triângulo equilátero, com lados medindo 120 cm.  A mesa que atende aos critérios especificados é a      a) I.     b) II.     c) III.     d) IV.     e) V. ",MATEMATICA,1
"    Uma mola é solta da posição distendida conforme a figura. A figura à direita representa o gráfico da posição P (em cm) da massa m em função do tempo t (em segundo) em um sistema de coordenadas cartesianas. Esse movimento periódico é descrito por uma expressão do tipo P(t) = ± A cos (ωt) ou P(t) = ± A sen (ωt), em que A > 0 é a amplitude de deslocamento máximo e ω é a frequência, que se relaciona com o período T pela fórmula ω = 2πT.  Considere a ausência de quaisquer forças dissipativas.  A expressão algébrica que representa as posições P(t) da massa m, ao longo do tempo, no gráfico, é      a) - 3 cos (2t)     b) - 3 sen (2t)     c) 3 cos (2t)     d) - 6 cos (2t)     e) 6 sen (2t) ",MATEMATICA,1
"Os movimentos ondulatórios (periódicos) são representados por equações do tipo ±Asen(wt + θ), que apresentam parâmetros com significados físicos importantes, tais como a frequência em que T é o período; A é a amplitude ou deslocamento máximo; θ é o ângulo de fase , que mede o deslocamento no eixo horizontal em relação à origem no instante inicial do movimento.      O gráfico representa um movimento periódico, P = P(t), em centímetro, em que P é a posição da cabeça do pistão do motor de um carro em um instante t, conforme ilustra a figura.  A expressão algébrica que representa a posição P(t), da cabeça do pistão, em função do tempo t é      a)      P(t ) = 4sen (2t)     b)      P(t ) = -4sen (2t)     c)      P(t ) = -4sen (4t) ",MATEMATICA,1
"Um cientista, em seus estudos para modelar a pressão arterial de uma pessoa, utiliza uma função do tipo P(t) = A + Bcos(kt) em que A, B e K são constantes reais positivas e t representa a variável tempo, medida em segundo. Considere que um batimento cardíaco representa o intervalo de tempo entre duas sucessivas pressões máximas.  Ao analisar um caso específico, o cientista obteve os dados:  A função P(t) obtida, por este cientista, ao analisar o caso específico foi      a)      P(t) 99 + 21 cos(3π t)     b)      P(t) 78 + 42cos(3π t)     c)      P(t) 99 + 21 cos(2π t)     d) P(t) 99 + 21 cos(t)     e) P(t) 78 + 42cos(t) ",MATEMATICA,1
"Um técnico precisa consertar o termostato do aparelho  de ar-condicionado de um escritório, que está desregulado.  A temperatura T, em graus Celsius, no escritório, varia de  acordo com a função  sendo h o tempo, medido em horas, a partir da meia-noite  (0 ≤ h ≤ 24) e A e B os parâmetros que o técnico precisa  regular. Os funcionários do escritório pediram que a  temperatura máxima fosse 26°C, a mínima 18°C, e  que durante a tarde a temperatura fosse menor do que  durante a manhã.  Quais devem ser os valores de A e de B para que o pedido  dos funcionários seja atendido?      a) A = 18 e B = 8     b) A = 22 e B = -4     c) A = 22 e B = 4     d) A = 26 e B = -8     e) A = 26 e B = 8 ",MATEMATICA,1
"  Uma empresa produz painéis solares de energia elétrica, com a forma de retângulo, que geram 5 MWh (megawatts-hora) por metro quadrado. Cada painel tem 3 m de largura e 6 m de comprimento. O selo verde de eficiência é obtido se cada painel solar gerar, no mínimo, 150 MWh de energia solar. Para obter o selo verde, a empresa decide alterar apenas a largura dos seus painéis solares.  O número mínimo, em metro, que a empresa deve aumentar na largura dos seus painéis solares é      a) 2.     b) 4.     c) 5.     d) 10.     e) 12. ",MATEMATICA,1
"  Um agricultor utilizava toda a área de uma região plana, em formato retangular, com 50 m de largura e 240 m de comprimento, para o plantio de mudas. Seguindo recomendações técnicas, cada muda é plantada no centro de uma pequena região retangular de 10 cm de largura por 20 cm de comprimento.      Esse agricultor decidiu ampliar a área destinada ao plantio de mudas, utilizando agora um terreno, também plano, em formato retangular, com 100 m de comprimento por 200 m de largura. As mudas deverão ser plantadas respeitando-se as mesmas recomendações técnicas.  Com o aumento da área destinada ao plantio, a quantidade máxima de mudas que poderão ser plantadas a mais é",MATEMATICA,1
"O dono de uma loja pretende usar cartões imantados para a divulgação de sua loja. A empresa que fornecerá o serviço lhe informa que o custo de fabricação do cartão é de R$ 0,01 por centímetro quadrado e que disponibiliza modelos tendo como faces úteis para impressão:      um triângulo equilátero de lado 12 cm;     um quadrado de lado 8 cm;     um retângulo de lados 11 cm e 8 cm;     um hexágono regular de lado 6 cm;     um círculo de diâmetro 10 cm.     O dono da loja está disposto a pagar, no máximo, R$ 0,80 por cartão. Ele escolherá, dentro desse limite de preço, o modelo que tiver maior área de impressão.     Use 3 como aproximação para V e use 1,7 como aproximação para 3  Nessas condições, o modelo que deverá ser escolhido tem como face útil para impressão um",MATEMATICA,1
"O fenômeno das manifestações populares de massa traz à discussão como estimar o número de pessoas presentes nesse tipo de evento. Uma metodologia usada é: no momento do ápice do evento, é feita uma foto aérea da via pública principal na área ocupada, bem como das vias afl uentes que apresentem aglomerações de pessoas que acessam a via principal. A foto é sobreposta por um mapa virtual das vias, ambos na mesma escala, fazendo-se um esboço geométrico da situação. Em seguida, subdivide-se o espaço total em trechos, quantifi cando a densidade, da seguinte forma:     • 4 pessoas por metro quadrado, se elas estiverem andando em uma mesma direção;    • 5 pessoas por metro quadrado, se elas estiverem se movimentando sem deixar o local;    • 6 pessoas por metro quadrado, se elas estiverem paradas.     É feito, então, o cálculo do total de pessoas, considerando os diversos trechos, e desconta-se daí 1 000 pessoas para cada carro de som fotografado.    Com essa metodologia, procederam-se aos cálculos para estimar o número de participantes na manifestação cujo esboço geométrico é dado na figura. Há três trechos na via principal: MN, NO e OP, e um trecho numa via afluente da principal: QR .  Segundo a metodologia descrita, o número estimado de pessoas presentes a essa manifestação foi igual a      a) 110 000.     b) 104 000.     c) 93 000.     d) 92 000.     e) 87 000. ",MATEMATICA,1
"Uma pessoa possuía um lote com área de 300 m2. Nele construiu sua casa, utilizando 70% do lote para construção da residência e o restante para área de lazer. Posteriormente, adquiriu um novo lote ao lado do de sua casa e, com isso, passou a dispor de um terreno formado pelos dois lotes, cuja área mede 420 m2. Decidiu então ampliar a casa, de tal forma que ela ocupasse no mínimo 60% da área do terreno, sendo o restante destinado à área de lazer.  O acréscimo máximo que a região a ser destinada à área de lazer no terreno poderá ter, em relação à área que fora utilizada para lazer no lote original, em metro quadrado, é      a) 12     b) 48     c) 78     d) 138     e) 168 ",MATEMATICA,1
" O proprietário de um apartamento decidiu instalar porcelanato no piso da sala. Essa sala tem formato retangular com 3,2 m de largura e 3,6 m de comprimento. As peças do porcelanato têm formato de um quadrado com lado medindo 80 cm. Esse porcelanato é vendido em dois tipos de caixas, com os preços indicados a seguir.  • Caixas do tipo A: 4 unidades de piso, R$ 35,00; • Caixas do tipo B: 3 unidades de piso, R$ 27,00.    Na instalação do porcelanato, as peças podem ser recortadas e devem ser assentadas sem espaçamento entre elas, aproveitando-se ao máximo os recortes feitos. A compra que atende às necessidades do proprietário, proporciona a menor sobra de pisos e resulta no menor preço é      a) 5 caixas do tipo A.     b) 1 caixa do tipo A e 4 caixas do tipo B.     c) 3 caixas do tipo A e 2 caixas do tipo B.     d) 5 caixas do tipo A e 1 caixa do tipo B.     e) 6 caixas do tipo B. ",MATEMATICA,1
"No trapézio isósceles mostrado na figura a seguir, M é o ponto médio do segmento BC, e os pontos P e Q são obtidos dividindo o segmento AD em três partes iguais.     Pelos pontos B, M, C, P e Q são traçados segmentos de reta, determinando cinco triângulos internos ao trapézio, conforme a figura.  A razão entre e que determina áreas iguais para os cinco triângulos mostrados na figura é      a)      b)      c)      d)      e)  ",MATEMATICA,1
" Uma pessoa possui um terreno em forma de um pentágono, como ilustrado na figura.  Sabe-se que a diagonal AD mede 50 m e é paralela ao lado BC, que mede 29m. A distância do ponto B a AD éde8mea distância do ponto E a AD é de 20 m.  A área, em metro quadrado, deste terreno é igual a      a) 658.     b) 700.     c) 816.     d) 1 132.     e) 1 632. ",MATEMATICA,1
"Um casal decidiu aplicar em um fundo de investimentos que tem uma taxa de rendimento de 0,8% ao mês, num regime de capitalização composta.      O valor final F a ser resgatado, depois de n meses, a uma taxa de rendimento mensal x, é dado pela expressão algébrica F = C (1 + x)n, em que C representa o capital inicial aplicado.      O casal planeja manter a aplicação pelo tempo necessário para que o capital inicial de R$ 100 000,00 duplique, sem outros depósitos ou retiradas.      Fazendo uso da tabela, o casal pode determinar esse número de meses.  Para atender ao seu planejamento, o número de meses determinado pelo casal é      a) 156.     b) 125.     c) 100.     d) 10.     e) 1,5. ",MATEMATICA,1
"Uma pessoa fez um depósito inicial de R$ 200,00 em um Fundo de Investimentos que possui rendimento constante sob juros compostos de 5% ao mês. Esse Fundo possui cinco planos de carência (tempo mínimo necessário de rendimento do Fundo sem movimentação do cliente). Os planos são:  • Plano A: carência de 10 meses; • Plano B: carência de 15 meses; • Plano C: carência de 20 meses; • Plano D: carência de 28 meses; • Plano E: carência de 40 meses.     O objetivo dessa pessoa é deixar essa aplicação rendendo até que o valor inicialmente aplicado duplique, quando somado aos juros do fundo. Considere as aproximações: log 2 = 0,30 e log 1,05 = 0,02.  Para que essa pessoa atinja seu objetivo apenas no período de carência, mas com a menor carência possível, deverá optar pelo plano      a)      A.     b)      B.     c)      C.     d)      D.     e)      E. ",MATEMATICA,1
"Um jardineiro cultiva plantas ornamentais e as coloca à venda quando estas atingem 30 centímetros de altura. Esse jardineiro estudou o crescimento de suas plantas, em função do tempo, e deduziu uma fórmula que calcula a altura em função do tempo, a partir do momento em que a planta brota do solo até o momento em que ela atinge sua altura máxima de 40 centímetros. A fórmula é h = 5·log2 (t + 1), em que t é o tempo contado em dia e h, a altura da planta em centímetro.  A partir do momento em que uma dessas plantas é colocada à venda, em quanto tempo, em dia, ela alcançará sua altura máxima?      a)      63     b)      96     c)      128     d)      192     e)      255 ",MATEMATICA,1
"   A Hydrangea macrophylla é uma planta com flor azul ou cor-de-rosa, dependendo do pH do solo no qual está plantada. Em solo ácido (ou seja, com pH < 7) a flor é azul, enquanto que em solo alcalino (ou seja, com pH > 7) a flor é rosa. Considere que a Hydrangea cor-de-rosa mais valorizada comercialmente numa determinada região seja aquela produzida em solo com pH inferior a 8. Sabe-se que pH = - log10x, em que x é a concentração de íon hidrogênio (H+).  Para produzir a Hydrangea cor-de-rosa de maior valor comercial, deve-se preparar o solo de modo que x assuma      a)      qualquer valor acima de 10−8.     b)      qualquer valor positivo inferior a 10−7.     c)      valores maiores que 7 e menores que 8.     d)      valores maiores que 70 e menores que 80.     e)      valores maiores que 10−8 e menores que 10−7. ",MATEMATICA,1
"Um contrato de empréstimo prevê que quando uma parcela é paga de forma antecipada, conceder-se-á uma redução de juros de acordo com o período de antecipação. Nesse caso, paga-se o valor presente, que é o valor, naquele momento, de uma quantia que deveria ser paga em uma data futura. Um valor presente P submetido a juros compostos com taxa i, por um período de tempo n, produz um valor futuro V determinado pela fórmula  V=P.(1+i)n  Em um contrato de empréstimo com sessenta parcelas fixas mensais, de R$ 820,00, a uma taxa de juros de 1,32% ao mês, junto com a trigésima parcela será paga antecipadamente uma outra parcela, desde que o desconto seja superior a 25% do valor da parcela.  Utilize 0,2877 como aproximação para e 0,0131 como aproximação para In (1,0132).  A primeira das parcelas que poderá ser antecipada junto com a 30a é a      a)      56a     b)      55a     c)      52a     d)      51a     e)      45a ",MATEMATICA,1
"O presidente de um time de futebol contratou, para a temporada de 2016, um atacante e um meio-campista. Para isso, ele recebeu do departamento de futebol dois quadros.      O primeiro quadro contém o número de gols marcados por três candidatos a atacantes, nas três temporadas anteriores.      O segundo quadro contém o número de assistências que resultaram em gol, feitas por dois candidatos a meios-campistas, nas três temporadas anteriores.      Após fazer uma análise das médias de gols de cada atacante e das médias de assistências de cada meio-campista nas últimas três temporadas, o presidente contratou o atacante e o meio-campista com maior média de gols e assistências, respectivamente, nessas três temporadas.  O atacante e o meio-campista escolhidos por esse presidente foram, respectivamente,      a) I e IV.     b) I e V.     c) II e IV.     d) II e V.     e) III e IV. ",MATEMATICA,1
"A qualidade de sementes é verificada, entre outros fatores, pelo índice de germinação. Uma grande empresa afirma que o índice de germinação de suas sementes é de 90%. Essa empresa e dez pequenos produtores que formam uma cooperativa estão concorrendo a um auxílio financeiro que permitirá aumentar os negócios. Os cooperados querem preparar um documento técnico comparando a qualidade de suas sementes com as da empresa. Eles discutiram a possibilidade de colocar nesse documento frases como:      I – A média de germinação de nossas sementes é superior ao índice de germinação anunciado pela empresa.     II – A mediana de germinação de nossas sementes é superior ao índice de germinação anunciado pela empresa.     III – A média de germinação de nossas sementes é igual ao índice de germinação anunciado pela empresa.     IV – A moda de germinação de nossas sementes é igual ao índice de germinação anunciado pela empresa.     V – A mediana de germinação de nossas sementes é igual ao índice de germinação anunciado pela empresa.      Eles decidiram anotar a porcentagem de germinação das sementes de cada cooperado, analisar as frases e decidir qual era a correta para, então, colocá-la no documento.      As porcentagens anotadas foram 90%, 65%, 70%, 75%, 95%, 95%, 90%, 80%, 80% e 90%.  A frase a ser colocada no documento é a de número      a) I.     b) II.     c) III.     d) IV.     e) V. ",MATEMATICA,1
"Até a Copa de 2010, apenas sete jogadores haviam conseguido o feito de marcar 8 ou mais gols em uma mesma edição da Copa do Mundo. O quadro apresenta os anos das edições da copa nas quais ocorreram esses feitos, quais foram os jogadores que os realizaram e os respectivos números de gols marcados por cada um deles.      Para facilitar a análise sobre a quantidade de gols marcados por esses artilheiros nas referidas copas, foi calculada a mediana da distribuição dos números de gols marcados por eles nas sete copas especificadas no quadro.  A mediana dessa distribuição é igual a      a) 9,0.     b) 9,7.     c) 10,0.     d) 10,02.     e) 13,0. ",MATEMATICA,1
"inco atletas que participarão de uma maratona treinam frequentemente. As distâncias percorridas por eles no último treino estão registradas, em quilômetro, no quadro.      Um sexto atleta, que também participará da maratona, pretende realizar um treino percorrendo uma distância igual à média das distâncias percorridas pelos cinco atletas no último treino por eles realizado.  A distância, em quilômetro, que esse sexto atleta deverá percorrer em seu treino é      a) 41,8.     b) 42,4.     c) 42,6.     d) 42,8.     e) 43,4. ",MATEMATICA,1
"O quadro apresenta o número de terremotos de magnitude maior ou igual a 7, na escala Richter, ocorridos em nosso planeta nos anos de 2000 a 2011.  Um pesquisador acredita que a mediana representa bem o número anual típico de terremotos em um período.  Segundo esse pesquisador, o número anual típico de terremotos de magnitude maior ou igual a 7 é      a) 11.     b) 15.     c) 15,5.     d) 15,7.     e) 17,5. ",MATEMATICA,1
"O quadro apresenta o número de terremotos de magnitude maior ou igual a 7, na escala Richter, ocorridos em nosso planeta nos anos de 2000 a 2011.     Um pesquisador acredita que a mediana representa bem o número anual típico de terremotos em um período. Segundo esse pesquisador, o número anual típico de terremotos de magnitude maior ou igual a 7 é",MATEMATICA,1
O gráfico mostra o resultado do balanço financeiro mensal de uma empresa ao longo de um ano.  Em quantos meses o resultado do balanço financeiro da empresa ficou abaixo da média mensal nesse ano?      a) 6     b) 7     c) 8     d) 9     e) 10 ,MATEMATICA,1
" Uma pessoa realizou uma pesquisa com alguns alunos de uma escola, coletando suas idades, e organizou esses dados no gráfico.  Qual é a média das idades, em ano, desses alunos?      a) 9     b) 12     c) 18     d) 19     e) 27 ",MATEMATICA,1
"  O número, com duas casas na parte decimal, mais próximo do número de médicos por mil habitantes no ano de 2020 seria de      a) 0,17.     b) 0,49.     c) 1,71.     d) 2,06.     e) 3,32. ",MATEMATICA,1
"Nesse texto, o entrelaçamento de vários gêneros textuais é um mecanismo discursivo para  a) destacar a fidelidade dos cães.     b) realçar as vantagens de se adotar um cão.     c) mostrar a dependência decorrente do amor aos cães.     d) enfatizar o interesse das pessoas pela adoção de cães.     e) sensibilizar a comunidade sobre a carência dos cães.   ",PORTUGUES,2
"Ser cronista  Sei que não sou, mas tenho meditado ligeiramente no assunto. Crônica é um relato? É uma conversa? É um resumo de um estado de espírito? Não sei, pois antes de começar a escrever para o Jornal do Brasil, eu só tinha escrito romances e contos.  E também sem perceber, à medida que escrevia para aqui, ia me tornando pessoal demais, correndo o risco de em breve publicar minha vida passada e presente, o que não pretendo. Outra coisa notei: basta eu saber que estou escrevendo para jornal, isto é, para algo aberto facilmente por todo o mundo, e não para um livro, que só é aberto por quem realmente quer, para que, sem mesmo sentir, o modo de escrever se transforme.  Não é que me desagrade mudar, pelo contrário. Mas queria que fossem mudanças mais profundas e interiores que não viessem a se refletir no escrever. Mas mudar só porque isso é uma coluna ou uma crônica? Ser mais leve só porque o leitor assim o quer? Divertir? Fazer passar uns minutos de leitura?  LISPECTOR, C. In: A descoberta do mundo. Rio de Janeiro: Rocco, 1999.  No texto, ao refletir sobre a atividade de cronista, a autora questiona características do gênero crônica, como a) relação distanciada entre os interlocutores. b) articulação de vários núcleos narrativos. c) brevidade no tratamento da temática. d) descrição minuciosa dos personagens. e) público leitor exclusivo.",PORTUGUES,2
"la era linda. Gostava de dançar, fazia teatro em São Paulo e sonhava ser atriz em Hollywood. Tinha 13 anos quando ganhou uma câmera de vídeo – e uma irmã. As duas se tornaram suas companheiras de experimentações. Adolescente, Elena vivia a criar filminhos e se empenhava em dirigir a pequena Petra nas cenas que inventava. Era exigente com a irmã. E acreditava no potencial da menina para satisfazer seus arroubos de diretora precoce. Por cinco anos, integrou algumas das melhores companhias paulistanas de teatro e participou de preleções para filmes e trabalhos na TV. Nunca foi chamada.  [...]  Elena é um filme sobre a irmã que parte e sobre a irmã que fica. É um filme sobre a busca, a perda, a saudade, mas também sobre o encontro, o legado, a memória. Um filme sobre a Elena de Petra e sobre a Petra de Elena, sobre o que ficou de uma na outra e, essencialmente, um filme sobre a delicadeza.  VANUCHI, C. Época, 19 out. 2012. (Adaptado)  O texto é exemplar de um gênero discursivo que cumpre a função social de  a) narrar, por meio de imagem e poesia, cenas da vida das irmãs Petra e Elena.     b) descrever, por meio das memórias de Petra, a separação de duas irmãs.     c) sintetizar, por meio das principais cenas do filme, a história de Elena.     d) lançar, por meio da história de vida do autor, um filme autobiográfico.     e) avaliar, por meio de análise crítica, o filme em referência.   ",PORTUGUES,2
"PALAVRA – As gramáticas classificam as palavras em substantivo, adjetivo, verbo, advérbio, conjunção, prono - me, numeral, artigo e preposição. Os poetas classificam as palavras pela alma porque gostam de brincar com elas, e para brincar com elas é preciso ter intimidade primeiro. É a alma da palavra que define, explica, ofende ou elogia, se coloca entre o significante e o significado para dizer o que quer, dar sentimento às coisas, fazer sentido.  A palavra nuvem chove. A palavra triste chora. A palavra sono dorme. A palavra tempo passa. A palavra fogo queima. A palavra faca corta. A palavra carro corre. A palavra “palavra” diz. O que quer. E nunca desdiz depois. As palavras têm corpo e alma, mas são diferentes das pessoas em vários pontos. As palavras dizem o que querem, está dito, e pronto.  FALCÃO, A. Pequeno dicionário de palavras ao vento. São Paulo: Salamandra, 2013. (Adaptado)  Esse texto, que simula um verbete para a palavra “palavra”, constitui-se como um poema porque  a) tematiza o fazer poético, como em “Os poetas classificam as palavras pela alma”.     b) utiliza o recurso expressivo da metáfora, como em “As palavras têm corpo e alma”.     c) valoriza a gramática da língua, como em “substantivo, adjetivo, verbo, advérbio, conjunção”.     d) estabelece comparações, como em “As palavras têm corpo e alma, mas são diferentes das pessoas”.     e) apresenta informações pertinentes acerca do conceito de “palavras”, como em “As gramáticas classificam as palavras”.   ",PORTUGUES,2
"Considerando-se a função social dos posts, essa imagem evidencia a apropriação de outro gênero com o objetivo de  a) promover o uso adequado de campanhas publicitárias do governo.  b) divulgar o projeto sobre transparência da administração pública.  c) responsabilizar o cidadão pelo controle dos gastos públicos.  d) delegar a gestão de projetos de lei ao contribuinte.  e) assegurar a fiscalização dos gastos públicos.",PORTUGUES,2
"A volta do marido pródigo  – Bom dia, seu Marrinha! Como passou de ontem?  – Bem. Já sabe, não é? Só ganha meio dia. [...]  Lá além, Generoso cotuca Tercino:  – [...] Vai em festa, dorme que-horas, e, quando chega, ainda é todo enfeitado e salamistrão!...  – Que é que hei de fazer, seu Marrinha... Amanheci com uma nevralgia... Fiquei com cisma de apanhar friagem...  – Hum...  – Mas o senhor vai ver como eu toco o meu serviço e ainda faço este povo trabalhar...  [...]  Pintão suou para desprender um pedrouço, e teve de pular para trás, para que a laje lhe não esmagasse um pé.  Pragueja:  – Quem não tem brio engorda!  – É... Esse sujeito só é isso, e mais isso... – opina Sidu.  – Também, tudo p’ra ele sai bom, e no fim dá certo...  – diz Correia, suspirando e retomando o enxadão. – “P’ra uns, as vacas morrem ... p’ra outros até boi pega a parir...”.  Seu Marra já concordou:  – Está bem, seu Laio, por hoje, como foi por doença, eu aponto o dia todo. Que é a última vez!... E agora, deixa de conversa fiada e vai pegando a ferramenta!  ROSA, J. G. Sagarana. Rio de Janeiro: José Olympio, 1967. (Adaptado)  Esse texto tem importância singular como patrimônio linguístico para a preservação da cultura nacional devido  a) à menção a enfermidades que indicam falta de cuidado pessoal.     b) à referência a profissões já extintas que caracterizam a vida no campo.     c) aos nomes de personagens que acentuam aspectos de sua personalidade.     d) ao emprego de ditados populares que resgatam memórias e saberes coletivos.     e) às descrições de costumes regionais que desmistificam crenças e superstições.   ",PORTUGUES,2
